Results,Age,Benefit,Benefit Value,Body Type,Confidence,Cortisol Cleaning,Cortisol Filter,Created time,Inflammation Filter,Last edited time,Main Tag,Max Pain,Muscle Damage Filter,Muscle Soreness Filter,"Oxidative Stress Filter ",Pain Filter,Participants,Product,"Research Papers ",Score,Sex,Sleep Quality Filter,Sub Tag,Supplement,Trial Design,Trial Length,Year,💊 Supplements
"Taking a low-dose creatine supplement for a short duration didn't change body mass, power, or total work, but it did help reduce how quickly subjects got tired during intense short sprints.",,Positive,1,,✅,No,0,"November 24, 2023 1:59 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,40,,"Effect of low-dose, short-duration creatine supplementation on anaerobic exercise performance (https://www.notion.so/Effect-of-low-dose-short-duration-creatine-supplementation-on-anaerobic-exercise-performance-950f49c5482146a09d4e3f5597d5463f?pvs=21)",1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Taking a low-dose creatine supplement for a short duration didn't change body mass, power, or total work,",,NULL,-1,,✅,No,0,"November 24, 2023 2:00 PM",0,"April 18, 2025 4:03 PM",Power Output,Creatine,0,0,0,0,40,,"Effect of low-dose, short-duration creatine supplementation on anaerobic exercise performance (https://www.notion.so/Effect-of-low-dose-short-duration-creatine-supplementation-on-anaerobic-exercise-performance-950f49c5482146a09d4e3f5597d5463f?pvs=21)",-1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
" Giving high doses of creatine to elite wrestlers significantly boosts their short-term power, but the group who took a fake supplement didn't see any improvement.",18-20,Positive,1,"Healthy Weight, Trained, Overweight",✅,No,0,"November 24, 2023 2:36 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,20,,Effects of high dose oral creatine supplementation on anaerobic capacity of elite wrestlers (https://www.notion.so/Effects-of-high-dose-oral-creatine-supplementation-on-anaerobic-capacity-of-elite-wrestlers-fb28358155f34eeba4561a2c9ab283fe?pvs=21),1,male,0,"Power Output ",Creatine,double-blind,1-2 weeks,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
Creatine loading resulted in a 23% higher anaerobic running capacity (ARC) in men.,,Positive,1,,✅,No,0,"November 24, 2023 2:37 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,50,,The effects of creatine loading and gender on anaerobic running capacity (https://www.notion.so/The-effects-of-creatine-loading-and-gender-on-anaerobic-running-capacity-ecfb4806a6b548c08bb0963605cf0482?pvs=21),1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
Creatine loading did not show a significant effect on anaerobic running capacity in women,,NULL,-1,,✅,No,0,"November 24, 2023 2:38 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,50,,The effects of creatine loading and gender on anaerobic running capacity (https://www.notion.so/The-effects-of-creatine-loading-and-gender-on-anaerobic-running-capacity-ecfb4806a6b548c08bb0963605cf0482?pvs=21),-1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Creatine supplementation did not improve any measured aspect of performance, including time to exhaustion, knee strength, or energy usage, in Junior B and collegiate ice-hockey players.",18-29,NULL,-1,"healthy weight, trained",✅,No,0,"November 24, 2023 2:39 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,17,,The effect of creatine monohydrate supplementation on sprint skating in ice-hockey players (https://www.notion.so/The-effect-of-creatine-monohydrate-supplementation-on-sprint-skating-in-ice-hockey-players-ca69d2a55a6b4961b39006a3f9d3fd0b?pvs=21),-1,both sexes,0,,Creatine,double-blind,2-4 weeks,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Taking creatine for 5 days led to weight gain but did not improve sprint performance or muscle activation during short, fast bursts of cycling exercise for a group of twelve men.",,NULL,-1,,✅,No,0,"November 24, 2023 2:41 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,12,,Short-term creatine supplementation does not improve muscle activation or sprint performance in humans (https://www.notion.so/Short-term-creatine-supplementation-does-not-improve-muscle-activation-or-sprint-performance-in-huma-8103229eb05b4c3084cb970ac13d7f6f?pvs=21),-1,n/a,0,,Creatine,non-randomized controlled trial,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Taking creatine made sprint trained men stronger and faster in a cycling test. The more creatine they had in their urine, the better they performed.",,Positive,1,,✅,No,0,"November 24, 2023 2:41 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,21,,Creatine supplementation: effects on urinary excretion and anaerobic performance (https://www.notion.so/Creatine-supplementation-effects-on-urinary-excretion-and-anaerobic-performance-0e27a43aac574d4995d07e20c56f20a2?pvs=21),1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Giving creatine to highly trained rugby players didn't make a statistically significant difference in their speed, power, or fatigue levels during sprint and power tests.",18-29,NULL,-1,"Healthy Weight, Trained",✅,No,0,"November 24, 2023 2:42 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,14,,The effects of acute creatine supplementation on multiple sprint cycling and running performance in rugby players (https://www.notion.so/The-effects-of-acute-creatine-supplementation-on-multiple-sprint-cycling-and-running-performance-in--a1276d5e7d1145838254176bd87c3878?pvs=21),-1,male,0,,Creatine,double-blind,2-4 weeks,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Taking creatine and sodium bicarbonate together helped swimmers do better on their second 100-meter swim and had higher blood pH levels compared to those who didn't take anything. However, it didn't change their peak blood lactate levels.",,Positive,1,,✅,No,0,"November 24, 2023 2:45 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,16,,Combined creatine and sodium bicarbonate supplementation enhances interval swimming (https://www.notion.so/Combined-creatine-and-sodium-bicarbonate-supplementation-enhances-interval-swimming-d62858bca4fe4650b22b6238cfe59cea?pvs=21),1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
Creatine supplementation led to a 20.2% increase in average power output during one minute of continuous rebound jumps. Lactate concentration was significantly less after 5 minutes of rest. Swimming time for 100m was significantly reduced in both first and second sessions.,13-17,Positive,1,"Healthy Weight, Trained",⭐,No,0,"November 24, 2023 2:46 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,16,,Creatine supplementation improves the anaerobic performance of elite junior fin swimmers (https://www.notion.so/Creatine-supplementation-improves-the-anaerobic-performance-of-elite-junior-fin-swimmers-e1ea537da71b4de6850bd0b0b84c4188?pvs=21),2,male,0,,Creatine,double-blind,1-7 days,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
Creatine helps to increase body mass and reduce body fat but does not improve multiple sprint running performance in physically active men.,,NULL,-1,,✅,No,0,"November 24, 2023 2:55 PM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,42,,Creatine supplementation and multiple sprint running performance (https://www.notion.so/Creatine-supplementation-and-multiple-sprint-running-performance-267d7a8b1b4940b995ba54204ec3eccc?pvs=21),-1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"For men, creatine phosphate loading (CrP) significantly increased anaerobic working capacity (AWC) by 23.8% after 2 days and 49.8% after 6 days compared to the placebo group.",,Positive,1,,⭐,No,0,"November 27, 2023 8:41 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,61,,Effect of creatine phosphate supplementation on anaerobic working capacity and body weight after two and six days of loading in men and women (https://www.notion.so/Effect-of-creatine-phosphate-supplementation-on-anaerobic-working-capacity-and-body-weight-after-two-0d8bb0639ed6400986948b3d664bfc88?pvs=21),2,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"For women, the abstract reports no significant interactions in AWC, suggesting that the supplement did not statistically improve exercise performance in female participants.",,NULL,-1,,✅,No,0,"November 27, 2023 8:41 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,61,,Effect of creatine phosphate supplementation on anaerobic working capacity and body weight after two and six days of loading in men and women (https://www.notion.so/Effect-of-creatine-phosphate-supplementation-on-anaerobic-working-capacity-and-body-weight-after-two-0d8bb0639ed6400986948b3d664bfc88?pvs=21),-1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
5-day creatine loading coupled with resistance training significantly improved average anaerobic power and back squat strength.,18-29,Positive,1,"• Healthy Weight, Trained, Overweight
•",✅,No,0,"November 27, 2023 8:43 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,17,,Effects of two and five days of creatine loading on muscular strength and anaerobic power in trained athletes (https://www.notion.so/Effects-of-two-and-five-days-of-creatine-loading-on-muscular-strength-and-anaerobic-power-in-trained-a4c34ff0bfb84db5830499807e9044cd?pvs=21),1,male,0,"Power Output ",Creatine,double-blind,1-7 days,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"In hot and humid conditions, taking creatine for six days helped men run sprints faster and increased their body weight but didn't change how hot they got or how much water they lost compared to not taking creatine.",18-29,Positive,1,"healthy weight, trained",✅,No,0,"November 27, 2023 8:44 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,10,,The effects of creatine loading on thermoregulation and intermittent sprint exercise performance in a hot humid environment (https://www.notion.so/The-effects-of-creatine-loading-on-thermoregulation-and-intermittent-sprint-exercise-performance-in--b9f9d710b065430687021a7352ed62a2?pvs=21),1,male,0,"Power Output , Sprint Performance",Creatine,double-blind,1-7 days,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Taking creatine supplements helped young, untrained men increase their overall and average power during short, intense exercises, but it didn't reduce their fatigue or change their lactate levels.",18-29,Positive,1,untrained,✅,No,0,"November 27, 2023 8:46 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,23,,The effects of creatine supplementation on performance during the repeated bouts of supramaximal exercise (https://www.notion.so/The-effects-of-creatine-supplementation-on-performance-during-the-repeated-bouts-of-supramaximal-exe-c0b59c84ae8745dbab3b0965d117c1b5?pvs=21),1,male,0,"Power Output ",Creatine,double-blind,1-7 days,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Only the creatine group showed a significant improvement in VT (16% improvement compared to 10% in the placebo group), indicating a specific benefit from creatine supplementation.",18-29,Positive,1,untrained,✅,No,0,"November 27, 2023 8:46 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,43,,The effects of four weeks of creatine supplementation and high-intensity interval training on cardiorespiratory fitness: a randomized controlled trial (https://www.notion.so/The-effects-of-four-weeks-of-creatine-supplementation-and-high-intensity-interval-training-on-cardio-c6bbecd510c047fa9c53033e16179aed?pvs=21),1,male,0,,Creatine,double-blind,2-4 weeks,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"In this study involving young black African male adults from Nigeria, caffeine did not improve their aerobic power, running time, or the number of laps they could complete in a shuttle run test.",,NULL,-1,,✅,No,0,"November 27, 2023 8:48 AM",0,"April 19, 2025 2:18 PM",Exercise Perfomance,Caffeine,0,0,0,0,20,,Ergogenic effect of varied doses of coffee-caffeine on maximal aerobic power of young African subjects (https://www.notion.so/Ergogenic-effect-of-varied-doses-of-coffee-caffeine-on-maximal-aerobic-power-of-young-African-subjec-d1f38ba8168648a3b1da8b01b4f43458?pvs=21),-1,n/a,0,Endurance Threshold,Caffeine,double-blind,n/a,,Caffeine (https://www.notion.so/Caffeine-1d659c2aeec581f1a7a9c0f8c208fef0?pvs=21)
"Caffeine supplementation had no significant effect on peak power, mean power, or time to peak power during sprint cycling.",18-29,NULL,-1,"• Healthy Weight, Trained",✅,No,0,"November 27, 2023 8:49 AM",0,"April 19, 2025 2:18 PM",Exercise Perfomance,Caffeine,0,0,0,0,17,,Caffeine and sprinting performance: dose responses and efficacy (https://www.notion.so/Caffeine-and-sprinting-performance-dose-responses-and-efficacy-463efc32029b4cba9757698c42248d59?pvs=21),-1,male,0,"Power Output , Sprint Performance",Caffeine,double-blind,24 hours,,Caffeine (https://www.notion.so/Caffeine-1d659c2aeec581f1a7a9c0f8c208fef0?pvs=21)
"Caffeine helped athletes run faster in repeated sprints and maintain that speed the next day, but it didn’t make them more agile or affect their sleep.",,Positive,1,,✅,No,0,"November 27, 2023 8:49 AM",0,"April 19, 2025 2:18 PM",Exercise Perfomance,Caffeine,0,0,0,0,10,,"Effects of caffeine on repeated sprint ability, reactive agility time, sleep and next day performance (https://www.notion.so/Effects-of-caffeine-on-repeated-sprint-ability-reactive-agility-time-sleep-and-next-day-performanc-1420040d9f2c42f8992b0bef5b56b7fe?pvs=21)",1,n/a,0,"Exercise Recovery, Sprint Performance",Caffeine,double-blind,n/a,,Caffeine (https://www.notion.so/Caffeine-1d659c2aeec581f1a7a9c0f8c208fef0?pvs=21)
"Colostrum helped elite field hockey players sprint faster but didn't make a difference in their jumping, running other tests, or body shape.",18-29,Positive,1,"• Healthy Weight, Trained
•",✅,No,0,"November 27, 2023 8:51 AM",0,"April 19, 2025 2:26 PM",Exercise Perfomance,Colostrum,0,0,0,0,35,,The effect of bovine colostrum supplementation on exercise performance in elite field hockey players (https://www.notion.so/The-effect-of-bovine-colostrum-supplementation-on-exercise-performance-in-elite-field-hockey-players-b1d4c9582bfe4197a200852b8bf88589?pvs=21),1,both sexes,0,Sprint Performance,Colostrum,double-blind,1-6 months,,Colostrum (https://www.notion.so/Colostrum-1d659c2aeec581d9a0cedefd4d2f479f?pvs=21)
"Taking bovine colostrum while doing 8 weeks of specific types of exercise training made men jump higher and cycle faster, but it did not make them stronger or change a certain growth factor in their blood.","18-29, 30-44",Positive,1,healthy weight,✅,No,0,"November 27, 2023 8:51 AM",0,"April 19, 2025 2:26 PM",Exercise Perfomance,Colostrum,0,0,0,0,51,,Effect of bovine colostrum on anaerobic exercise performance and plasma insulin-like growth factor I (https://www.notion.so/Effect-of-bovine-colostrum-on-anaerobic-exercise-performance-and-plasma-insulin-like-growth-factor-I-3a76fa8dbdd949bfb083249b7ece8866?pvs=21),1,male,0,"Power Output ",Colostrum,double-blind,1-6 months,,Colostrum (https://www.notion.so/Colostrum-1d659c2aeec581d9a0cedefd4d2f479f?pvs=21)
"Cyclists who took bovine colostrum for 8 weeks had a noticeable improvement in a timed cycling test after a long ride, but not in an intense short burst test.","18-29, 30-44",Positive,1,"• Healthy Weight, Trained
•",✅,No,0,"November 27, 2023 8:56 AM",0,"April 19, 2025 2:26 PM",Exercise Perfomance,Colostrum,0,0,0,0,28,,Dose effects of oral bovine colostrum on physical work capacity in cyclists (https://www.notion.so/Dose-effects-of-oral-bovine-colostrum-on-physical-work-capacity-in-cyclists-c28c7d4798394027a197573c6be597a0?pvs=21),1,male,0,Endurance Threshold,Colostrum,double-blind,1-6 months,,Colostrum (https://www.notion.so/Colostrum-1d659c2aeec581d9a0cedefd4d2f479f?pvs=21)
Bovine colostrum (BC) did not improve rowing performance compared to whey protein powder (WP). T,18-29,NULL,-1,"healthy weight, trained",✅,No,0,"November 27, 2023 8:58 AM",0,"April 19, 2025 2:26 PM",Exercise Perfomance,Colostrum,0,0,0,0,13,,Oral bovine colostrum supplementation enhances buffer capacity but not rowing performance in elite female rowers (https://www.notion.so/Oral-bovine-colostrum-supplementation-enhances-buffer-capacity-but-not-rowing-performance-in-elite-f-22703fb03f134f1cbbb6d7f44f56b4a7?pvs=21),-1,female,0,,Colostrum,double-blind,1-6 months,,Colostrum (https://www.notion.so/Colostrum-1d659c2aeec581d9a0cedefd4d2f479f?pvs=21)
"5 weeks of beta-alanine supplementation showed no improvement in repeat sprint performance, including peak and mean horizontal power. There were no significant differences in the level of fatigue between the groups. Blood lactate values remained unchanged before and after supplementation in both groups.",,NULL,-1,,✅,No,0,"November 27, 2023 8:59 AM",0,"April 15, 2025 5:47 PM",Exercise Perfomance,Beta-Alanine,0,0,0,0,19,,The effect of beta-alanine supplementation on power performance during repeated sprint activity (https://www.notion.so/The-effect-of-beta-alanine-supplementation-on-power-performance-during-repeated-sprint-activity-bafeb0f7a0684a618c703d8e18f0a11a?pvs=21),-1,n/a,0,,Beta-Alanine,double-blind,n/a,,Beta-Alanine (https://www.notion.so/Beta-Alanine-1d659c2aeec581b5af2fe8afcbbbb5b5?pvs=21)
"beta-alanine supplementation appears to have a minimal or unclear effect on swimming performance in real-world training and competition settings, both in terms of actual performance times and physiological markers in the blood.",18-29,Positive,1,"Healthy Weight, Trained",🚩,No,0,"November 27, 2023 9:01 AM",0,"April 15, 2025 5:47 PM",Exercise Perfomance,Beta-Alanine,0,0,0,0,41,,Effect of 10 Week Beta-Alanine Supplementation on Competition and Training Performance in Elite Swimmers (https://www.notion.so/Effect-of-10-Week-Beta-Alanine-Supplementation-on-Competition-and-Training-Performance-in-Elite-Swim-7c954b0e942d4fd0960bc2d79e0a87cb?pvs=21),0,both sexes,0,,Beta-Alanine,double-blind,1-6 months,,Beta-Alanine (https://www.notion.so/Beta-Alanine-1d659c2aeec581b5af2fe8afcbbbb5b5?pvs=21)
"Betaine ingestion significantly increased average peak power, maximum peak power, average mean power, and maximum mean power compared to both baseline and placebo.",18-29,Positive,1,"Healthy Weight, Trained",✅,No,0,"November 27, 2023 9:01 AM",0,"April 19, 2025 9:53 AM",Exercise Perfomance,Betaine,0,0,0,0,16,,Effect of betaine supplementation on cycling sprint performance (https://www.notion.so/Effect-of-betaine-supplementation-on-cycling-sprint-performance-0f1b22bc11f14a089f99b8c88d0f0d25?pvs=21),1,both sexes,0,"Power Output , Sprint Performance",Betaine,double-blind,1-2 weeks,,Betaine (https://www.notion.so/Betaine-1d659c2aeec58150abf5f99569ee02b9?pvs=21)
Taking a supplement called GPLC before exercising helps resistance trained men produce more power during high-intensity short bike sprints and results in less muscle tiredness (less lactate accumulation).,,Positive,1,,✅,No,0,"November 27, 2023 9:08 AM",0,"April 18, 2025 4:05 PM",Exercise Perfomance,L-Carnitine,0,0,0,0,24,,Glycine propionyl-L-carnitine produces enhanced anaerobic work capacity with reduced lactate accumulation in resistance trained males (https://www.notion.so/Glycine-propionyl-L-carnitine-produces-enhanced-anaerobic-work-capacity-with-reduced-lactate-accumul-5017e6df92554aa99a8348f7ac2d07e3?pvs=21),1,n/a,0,"Muscle Fatigue, Power Output , Sprint Performance",L-Carnitine,double-blind,n/a,,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
"Ashwagandha improves speed, power, and breathing efficiency during exercise. ",18-29,Positive,1,healthy weight,✅,No,0,"November 27, 2023 9:09 AM",0,"November 27, 2023 9:09 AM",Exercise Perfomance,,0,0,0,0,40,,Effects of Withania somnifera (Ashwagandha) and Terminalia arjuna (Arjuna) on physical performance and cardiorespiratory endurance in healthy young adults (https://www.notion.so/Effects-of-Withania-somnifera-Ashwagandha-and-Terminalia-arjuna-Arjuna-on-physical-performance-a-0af88095ae454ed9995593275050cc2b?pvs=21),1,both sexes,0,"Power Output , Sprint Performance",Terminalia Arjuna,double-blind,1-6 months,,
"Drinking beetroot juice, which is rich in nitrates, can increase resting plasma nitrite levels and improve performance in high-intensity interval tests like the Yo-Yo test compared to a placebo juice. This may be due to better muscle glucose uptake or maintaining muscle excitability.",,Positive,1,,✅,No,0,"November 27, 2023 9:14 AM",0,"November 27, 2023 9:14 AM",Exercise Perfomance,,0,0,0,0,14,,Dietary nitrate supplementation improves team sport-specific intense intermittent exercise performance (https://www.notion.so/Dietary-nitrate-supplementation-improves-team-sport-specific-intense-intermittent-exercise-performan-fe9d5efa37a54b8b899bf34d3062b9be?pvs=21),1,n/a,0,,Nitrate,double-blind,n/a,,
"the group that took resveratrol had a lower increase in peak aerobic power compared to the placebo group. ",18-29,Negative,-1,"• Healthy Weight, Trained",✅,No,0,"November 27, 2023 9:14 AM",0,"April 17, 2025 4:43 PM",Exercise Perfomance,Resveratrol,0,0,0,0,16,,Resveratrol supplementation does not augment performance adaptations or fibre-type-specific responses to high-intensity interval training in humans (https://www.notion.so/Resveratrol-supplementation-does-not-augment-performance-adaptations-or-fibre-type-specific-response-a99a5951c2164ed288441e2e9b44d5bb?pvs=21),-2,male,0,,Resveratrol,double-blind,2-4 weeks,,Resveratrol (https://www.notion.so/Resveratrol-1d659c2aeec5812ba246f19f227739e1?pvs=21)
"In conclusion, N-acetylcysteine (NAC) supplementation significantly preserved performance in the Yo-Yo Intermittent Recovery Test Level One (YIRT-L1), supporting the idea that it can enhance exercise performance in specific scenarios. However, it did not prevent deterioration in Isokinetic Dynamometry performance and was associated with an increase in markers of muscle damage.",18-29,Positive,1,"• Healthy Weight, Trained",✅,No,0,"November 27, 2023 9:16 AM",0,"April 17, 2025 4:36 PM",Exercise Perfomance,N-Acetylcysteine,0,0,0,0,12,,N-Acetylcysteine Attenuates Fatigue Following Repeated-Bouts of Intermittent Exercise: Practical Implications for Tournament Situations (https://www.notion.so/N-Acetylcysteine-Attenuates-Fatigue-Following-Repeated-Bouts-of-Intermittent-Exercise-Practical-Imp-ccaba60fcec14c86b2f4fc3414932cb5?pvs=21),1,male,0,,"N-Acetylcysteine ",double-blind,1-7 days,,N-Acetylcysteine (https://www.notion.so/N-Acetylcysteine-1d659c2aeec581d0a6b5e7d0c1b57e74?pvs=21)
"In older female tennis players, taking Citrulline-malate (CM) before a match might help improve their grip strength and certain cycling performance aspects. However, it doesn't seem to affect their jumping power.",trained,Positive,1,,✅,No,0,"November 28, 2023 6:50 AM",0,"April 18, 2025 4:32 PM",Exercise Perfomance,Citrulline,0,0,0,0,21,,"Acute citrulline-malate supplementation improves maximal strength and anaerobic power in female, masters athletes tennis players (https://www.notion.so/Acute-citrulline-malate-supplementation-improves-maximal-strength-and-anaerobic-power-in-female-mas-71322781f7e849a7b018ef25f267eec1?pvs=21)",1,female,0,"Power Output ",Citrulline,randomized controlled trial,24 hours,,Citrulline (https://www.notion.so/Citrulline-1d659c2aeec581349bb6f83173c5fdf5?pvs=21)
"Drinking Montmorency tart cherry juice before cycling helped trained cyclists produce more power and do more work during a short sprint, and also lowered their blood pressure. However, it did not change how long they could cycle intensely, nor did it affect certain other blood and health markers.","18-29, 30-44",Positive,1,trained,✅,No,0,"November 28, 2023 6:51 AM",0,"April 18, 2025 4:33 PM",Exercise Perfomance,Tart Cherry Juice,0,0,0,0,10,,Effects of montmorency tart cherry (L. Prunus Cerasus) consumption on nitric oxide biomarkers and exercise performance. (https://www.notion.so/Effects-of-montmorency-tart-cherry-L-Prunus-Cerasus-consumption-on-nitric-oxide-biomarkers-and-ex-08517bd3d4824a179859e16bf9997faa?pvs=21),1,male,0,"Power Output , Sprint Performance",Tart Cherry Juice,randomized controlled trial,24 hours,,Tart Cherry Juice (https://www.notion.so/Tart-Cherry-Juice-1d659c2aeec581e69eb4eabc2db7716c?pvs=21)
"Drinking purple grape juice improved the running stamina and antioxidant levels in recreational runners compared to those drinking a control beverage. However, it did not improve their sprinting or overall aerobic capacity. Supplementation with purple grape juice led to a 15.3% increase in running time-to-exhaustion.",,Positive,1,,✅,No,0,"November 28, 2023 6:51 AM",0,"April 19, 2025 2:06 PM",Exercise Perfomance,Grape Juice,0,0,0,0,28,,Potential ergogenic activity of grape juice in runners (https://www.notion.so/Potential-ergogenic-activity-of-grape-juice-in-runners-fc52dd40fcac4e7594dc9d3b1de02bc5?pvs=21),1,both sexes,0,Endurance Threshold,Grape Juice,randomized controlled trial,2-4 weeks,,Grape Juice (https://www.notion.so/Grape-Juice-1d659c2aeec58166a4f2c30c78ea1115?pvs=21)
GJG exhibited significant increases in total antioxidant capacity (38.7%).,,Positive,1,,✅,No,0,"November 28, 2023 6:52 AM",0,"April 19, 2025 2:06 PM",Oxidative Stress,Grape Juice,0,0,1,0,28,,Potential ergogenic activity of grape juice in runners (https://www.notion.so/Potential-ergogenic-activity-of-grape-juice-in-runners-fc52dd40fcac4e7594dc9d3b1de02bc5?pvs=21),1,both sexes,0,Exercise,Grape Juice,randomized controlled trial,2-4 weeks,,Grape Juice (https://www.notion.so/Grape-Juice-1d659c2aeec58166a4f2c30c78ea1115?pvs=21)
"The study does not conclusively demonstrate that the purple grape juice supplement statistically improved inflammation symptoms in patients. While the grape juice group (GJG) showed a significant decrease in α-1-acid glycoprotein (20.2%; p = 0.006), a potential marker of inflammation, the levels of high-sensitivity C-reactive protein, a more direct marker of inflammation, remained unchanged. Therefore, the evidence is insufficient to claim a statistically significant improvement in inflammation symptoms due to the supplement.",,Positive,1,,🚩,No,0,"November 28, 2023 6:54 AM",0,"April 19, 2025 2:06 PM",Inflammation,Grape Juice,0,0,0,0,28,,Potential ergogenic activity of grape juice in runners (https://www.notion.so/Potential-ergogenic-activity-of-grape-juice-in-runners-fc52dd40fcac4e7594dc9d3b1de02bc5?pvs=21),0,both sexes,0,,Grape Juice,randomized controlled trial,2-4 weeks,,Grape Juice (https://www.notion.so/Grape-Juice-1d659c2aeec58166a4f2c30c78ea1115?pvs=21)
"The data confirm an ergogenic benefit of ingesting CHO during exercise designed to imitate sports like basketball, soccer, and hockey, but do not support the hypothesis that the addition of Cr would enhance this effect.","18-29, 30-44",NULL,-1,"healthy weight, trained",✅,No,0,"November 28, 2023 6:55 AM",0,"April 19, 2025 2:19 PM",Exercise Perfomance,Chromium,0,0,0,0,8,,Effects of carbohydrate and chromium ingestion during intermittent high-intensity exercise to fatigue (https://www.notion.so/Effects-of-carbohydrate-and-chromium-ingestion-during-intermittent-high-intensity-exercise-to-fatigu-cfdcef66da474082bcc7b172b483978f?pvs=21),-1,both sexes,0,,Chromium,double-blind,24 hours,,Chromium (https://www.notion.so/Chromium-1d659c2aeec581919814c2d5ea96f468?pvs=21)
"Soccer players who took Omega-3 supplements for 4 weeks didn't run faster, jump higher, or show more strength than those who didn’t. But, they did show better endurance in a running test called the Yo-Yo test.","18-29, 30-44",Positive,1,trained,✅,No,0,"November 28, 2023 6:55 AM",0,"April 18, 2025 4:29 PM",Exercise Perfomance,Fish Oil,0,0,0,0,26,,"n-3 Fatty Acid Supplementation During 4 Weeks of Training Leads to Improved Anaerobic Endurance Capacity, but not Maximal Strength, Speed, or Power in Soccer Players (https://www.notion.so/n-3-Fatty-Acid-Supplementation-During-4-Weeks-of-Training-Leads-to-Improved-Anaerobic-Endurance-Capa-bac9982e31264fa5b0e1d6edc63b3469?pvs=21)",1,both sexes,0,Endurance Threshold,Fish Oil,randomized controlled trial,2-4 weeks,,Fish Oil (https://www.notion.so/Fish-Oil-1d659c2aeec58131bac5d0a07c5381f7?pvs=21)
